CustomerID,Amount,purchased_units,avg_spend,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11,Category_12,Category_13,Category_14,Category_15,Category_16,Category_17,Category_18,Sex,Age,Profession,CityType,YearsInCity,HaveChildren
1003284,210506,20,10525.3,2,0,0,0,8,3,0,11,0,1,1,0,1,5,2,3,2,0,M,26-35,6,A,1,1.0
1003285,3218380,359,8964.85,85,27,4,5,137,44,0,127,4,5,28,3,17,37,32,82,19,11,M,26-35,4,B,3,0.0
1003286,119485,17,7028.53,1,2,1,1,7,1,0,5,0,0,1,11,0,4,0,0,2,0,F,36-45,7,B,4+,1.0
1003287,87982,12,7331.83,0,0,0,0,3,0,0,9,0,0,0,1,1,3,0,2,2,0,M,55+,13,C,1,1.0
1003288,117226,11,10656.91,2,2,0,0,3,1,0,6,1,1,0,0,1,1,0,3,1,0,M,26-35,14,A,4+,0.0
1003289,493712,47,10504.51,11,4,0,1,9,0,1,27,2,0,1,0,1,8,2,6,22,1,M,46-50,6,C,1,1.0
1003290,700003,100,7000.03,18,7,4,6,35,4,1,34,0,3,4,1,6,13,14,24,3,1,M,26-35,14,A,1,0.0
1003291,55347,7,7906.71,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,F,26-35,7,B,4+,0.0
1003292,4799323,501,9579.49,71,52,15,42,169,27,1,223,16,16,20,29,20,90,34,47,28,15,F,51-55,6,B,3,0.0
1003293,215322,25,8612.88,10,4,0,1,12,4,0,7,0,0,2,1,1,3,5,2,1,0,M,46-50,14,B,2,1.0
1003294,705601,54,13066.69,21,9,2,3,16,28,0,19,1,0,3,2,8,3,2,9,1,0,M,18-25,4,B,3,0.0
1003295,486248,44,11051.09,15,3,4,2,13,2,0,14,0,1,3,2,2,9,3,12,3,1,M,18-25,18,B,1,0.0
1003296,496764,47,10569.45,7,2,2,2,25,3,0,8,0,1,9,1,1,4,2,10,0,0,M,18-25,14,A,1,1.0
1003297,644894,72,8956.86,19,7,4,4,19,2,0,31,1,0,2,1,0,23,5,11,3,0,M,18-25,4,A,3,0.0
1003298,125125,13,9625.0,0,0,1,0,9,0,0,4,0,0,0,0,1,1,0,1,0,0,M,0-17,10,C,3,0.0
1003299,1673695,166,10082.5,26,18,1,1,45,12,4,103,6,3,6,5,4,20,22,12,11,1,F,26-35,4,B,2,0.0
1003300,2201595,216,10192.57,54,28,1,6,71,39,1,104,6,2,8,5,10,18,31,26,10,5,M,36-45,5,B,1,0.0
1003301,1639750,188,8722.07,12,6,0,1,46,19,7,117,0,7,17,4,9,22,8,29,5,1,F,26-35,2,B,3,0.0
1003302,365501,37,9878.41,14,4,2,0,13,3,0,11,0,1,1,0,1,4,6,10,1,1,M,26-35,17,C,4+,0.0
1003303,143104,13,11008.0,2,4,1,2,9,0,0,1,0,0,1,0,0,1,1,1,0,2,M,55+,17,B,3,1.0
1003304,940358,101,9310.48,15,6,7,9,21,8,0,42,1,2,24,21,6,11,10,10,7,1,F,46-50,5,B,1,1.0
1003305,684494,59,11601.59,22,2,0,0,9,8,0,40,0,1,0,0,1,12,2,15,7,1,M,55+,20,C,0,0.0
1003306,409345,30,13644.83,9,4,2,1,5,3,3,11,0,4,0,1,6,3,1,8,8,1,M,46-50,14,C,1,1.0
1003307,97716,14,6979.71,3,1,0,0,3,0,0,5,1,0,2,0,3,0,3,6,1,0,M,51-55,6,C,1,1.0
1003308,3374597,410,8230.72,102,67,31,70,180,19,3,85,22,3,31,24,8,61,52,52,13,6,F,18-25,20,B,3,1.0
1003309,1449360,156,9290.77,46,40,8,18,83,7,1,33,15,1,7,6,3,16,38,12,7,3,M,26-35,17,C,2,1.0
1003310,385971,39,9896.69,5,1,3,3,16,5,1,17,2,1,0,1,2,3,2,3,4,1,M,46-50,14,C,0,1.0
1003311,3955182,537,7365.33,160,78,12,33,223,39,1,112,20,2,75,7,18,47,79,87,18,6,M,26-35,4,A,4+,0.0
1003312,2838896,379,7490.49,104,50,18,25,149,24,3,122,14,2,34,17,17,42,45,64,19,2,F,18-25,4,A,3,0.0
1003313,2772227,269,10305.68,98,61,20,23,64,19,2,70,15,7,22,8,7,28,60,45,15,5,M,36-45,20,A,2,0.0
1003314,1981060,178,11129.55,59,30,8,13,75,13,0,35,12,3,21,9,5,16,32,24,8,8,M,26-35,7,C,2,0.0
1003315,1177409,104,11321.24,30,11,3,3,37,14,0,35,2,3,5,1,5,18,14,24,4,1,M,26-35,12,B,1,1.0
1003316,298755,23,12989.35,9,7,1,2,4,5,0,7,3,0,0,2,0,4,3,10,1,0,M,0-17,19,C,2,0.0
1003317,815614,66,12357.79,34,13,0,0,15,3,1,13,2,1,4,0,4,4,41,18,7,0,M,26-35,4,A,4+,1.0
1003318,474009,42,11285.93,6,1,0,0,8,9,1,26,0,5,2,1,3,3,1,6,4,2,M,55+,13,C,4+,1.0
1003319,500079,67,7463.87,6,2,0,0,15,4,0,56,0,0,0,2,1,7,0,3,6,9,F,55+,13,B,1,1.0
1003320,2487599,310,8024.51,78,63,20,52,135,14,0,81,14,1,19,8,8,48,32,30,9,12,M,26-35,1,B,1,1.0
1003321,375291,38,9876.08,7,6,0,2,13,3,0,27,1,0,0,2,0,0,5,2,1,2,M,36-45,1,A,1,0.0
1003322,331108,25,13244.32,9,3,1,1,7,12,0,9,0,1,1,0,3,8,0,4,3,0,F,18-25,4,B,2,0.0
1003323,595933,76,7841.22,7,4,0,2,52,3,0,26,0,0,6,2,0,8,2,7,5,2,M,36-45,14,C,2,1.0
1003324,169624,12,14135.33,4,5,0,0,4,0,0,2,0,0,0,0,0,1,8,1,2,0,M,36-45,17,C,1,0.0
1003325,108553,17,6385.47,1,0,0,0,3,1,0,8,0,0,1,0,0,2,0,5,0,0,F,36-45,14,C,2,1.0
1003326,260008,27,9629.93,5,3,4,5,10,1,0,7,0,1,3,3,0,2,3,5,2,0,M,46-50,7,C,3,1.0
1003327,1878371,188,9991.34,62,28,11,10,47,21,0,56,5,6,24,4,16,17,42,58,3,2,M,18-25,12,B,4+,0.0
1003328,1298497,167,7775.43,20,8,1,15,80,10,0,83,2,1,3,3,8,47,9,12,9,3,M,55+,19,C,2,1.0
1003329,654714,75,8729.52,7,5,4,2,20,6,2,38,1,1,4,2,3,10,3,12,9,5,M,51-55,18,B,1,1.0
1003330,87616,10,8761.6,2,1,0,0,3,1,0,6,0,0,0,0,0,1,0,1,1,0,F,36-45,1,C,2,1.0
1003331,790908,77,10271.53,19,25,4,8,28,5,1,24,2,1,3,2,4,22,4,13,3,1,F,26-35,7,B,3,0.0
1003332,421791,54,7810.94,7,7,5,4,18,0,1,19,0,1,3,0,1,4,8,10,5,0,M,26-35,7,B,2,1.0
1003333,1022582,106,9647.0,26,18,0,4,39,9,1,34,3,3,13,1,1,4,19,19,5,1,M,18-25,16,C,1,0.0
1003334,465851,47,9911.72,11,2,1,1,13,4,0,26,0,0,2,0,1,9,3,9,3,1,M,36-45,0,C,3,0.0
1003335,120413,14,8600.93,3,2,0,0,12,1,0,3,0,0,0,0,0,3,1,0,1,1,M,26-35,0,A,4+,0.0
1003336,2646558,366,7231.03,117,43,5,9,132,37,4,111,6,8,20,3,13,59,46,68,17,11,M,36-45,17,B,2,1.0
1003337,385617,37,10422.08,12,2,0,0,6,2,0,15,1,2,2,0,4,4,8,12,4,1,M,26-35,4,A,1,0.0
1003338,155546,19,8186.63,2,0,0,0,16,1,0,6,0,0,0,0,0,0,2,1,1,2,M,46-50,16,C,3,1.0
1003339,430076,48,8959.92,3,3,0,2,24,7,0,26,2,1,2,1,2,7,4,6,6,0,M,26-35,17,C,0,0.0
1003340,814748,72,11315.94,23,9,2,2,20,3,0,30,2,2,3,1,1,10,14,16,6,0,M,46-50,16,C,1,1.0
1003341,894439,82,10907.79,17,7,5,1,16,18,5,31,2,0,10,0,6,4,9,14,6,2,M,26-35,20,B,4+,0.0
1003342,335517,38,8829.39,8,2,1,1,13,1,0,7,0,1,4,0,0,6,4,14,1,1,F,26-35,5,C,1,0.0
1003343,323306,30,10776.87,7,7,3,3,20,3,0,5,1,0,0,0,0,5,4,2,0,0,F,18-25,4,B,1,0.0
1003344,396916,34,11674.0,8,4,3,4,8,4,1,17,1,1,1,1,2,3,3,6,2,0,M,36-45,0,C,2,0.0
1003345,794512,89,8927.1,35,15,2,15,44,1,0,19,7,1,6,1,0,8,7,5,14,11,M,26-35,7,C,4+,0.0
1003346,1119141,115,9731.66,16,12,4,5,23,11,3,64,4,7,2,5,7,16,7,12,15,2,M,36-45,7,B,3,1.0
1003347,325166,28,11613.07,6,1,0,0,5,1,0,18,0,0,0,0,0,4,0,5,3,0,F,36-45,7,C,0,1.0
1003348,268077,27,9928.78,9,4,0,1,11,1,0,7,0,0,1,3,0,21,1,1,4,0,M,46-50,16,C,4+,
1003349,918696,81,11341.93,37,18,4,9,19,6,0,26,8,0,3,0,3,10,10,22,2,3,F,18-25,4,B,1,0.0
1003351,151660,14,10832.86,3,0,0,0,2,1,0,9,0,0,0,1,0,1,1,3,1,1,F,18-25,5,C,0,1.0
1003352,349885,58,6032.5,5,1,0,0,8,0,0,2,0,0,56,0,1,1,9,11,0,0,M,36-45,0,C,1,0.0
1003353,1667979,131,12732.66,87,38,4,6,43,19,0,35,7,0,2,1,1,10,25,17,12,3,M,36-45,17,A,3,0.0
1003354,171032,15,11402.13,6,3,1,1,0,0,0,5,2,2,1,0,0,0,10,3,2,0,M,26-35,7,C,2,1.0
1003355,199210,19,10484.74,5,2,2,1,2,2,0,12,1,0,1,0,0,2,1,1,4,0,M,26-35,1,C,0,0.0
1003356,1689317,151,11187.53,38,17,4,8,23,12,0,51,7,8,30,10,17,16,30,28,16,6,M,36-45,7,C,2,1.0
1003357,401191,36,11144.19,8,1,0,0,14,6,1,16,0,1,1,0,2,2,3,10,2,0,M,26-35,18,C,2,1.0
1003358,1424026,135,10548.34,56,20,2,3,46,8,0,59,2,0,2,2,7,29,11,19,11,1,F,26-35,1,B,3,0.0
1003359,469439,51,9204.69,14,6,0,0,15,10,1,23,1,1,1,0,6,6,2,10,3,3,M,26-35,20,C,1,0.0
1003360,188816,26,7262.15,3,1,1,1,12,0,0,10,2,1,1,1,0,18,1,2,3,0,F,26-35,0,A,3,0.0
1003361,1282331,103,12449.82,63,24,0,0,15,14,0,37,0,2,5,1,4,11,19,25,16,9,M,26-35,4,B,0,0.0
1003362,329130,47,7002.77,5,2,4,5,42,2,0,12,1,0,2,2,1,9,1,4,0,0,F,26-35,0,C,2,1.0
1003363,1132435,146,7756.4,18,12,6,10,89,2,0,60,4,0,1,2,2,62,4,11,7,1,F,36-45,9,B,2,1.0
1003364,513872,62,8288.26,5,0,0,0,17,3,3,45,0,0,0,1,2,22,1,1,5,0,M,55+,13,C,4+,0.0
1003365,1849338,191,9682.4,50,22,0,8,123,13,0,27,6,0,9,8,10,32,54,18,7,6,M,51-55,17,C,3,1.0
1003366,215286,17,12663.88,12,5,1,2,4,0,0,5,1,0,1,1,1,1,3,4,3,0,M,36-45,14,C,1,1.0
1003367,2014368,208,9684.46,12,12,4,6,49,14,16,127,3,5,4,14,20,20,5,26,14,3,M,51-55,16,A,1,
1003368,533461,49,10886.96,21,11,0,0,11,3,0,16,0,1,3,0,2,6,9,16,3,0,M,26-35,14,C,1,1.0
1003370,928158,106,8756.21,35,15,3,13,31,15,1,38,13,2,1,0,6,12,15,19,10,6,M,18-25,4,C,1,0.0
1003371,2277249,274,8311.13,35,20,7,14,97,18,7,128,3,7,15,14,12,42,29,36,24,5,M,26-35,2,A,3,0.0
1003372,108499,11,9863.55,2,1,0,0,2,1,0,4,1,2,0,0,7,2,1,3,1,0,M,55+,13,B,1,1.0
1003373,184696,16,11543.5,15,5,0,0,3,2,0,4,0,0,0,0,1,1,7,5,1,0,M,18-25,16,C,4+,0.0
1003374,424258,47,9026.77,8,5,1,1,19,4,1,22,1,0,4,2,2,5,6,6,5,0,M,36-45,5,C,3,0.0
1003375,128029,13,9848.38,6,2,0,1,3,1,0,3,1,0,1,0,1,1,2,1,1,0,M,26-35,4,C,4+,1.0
1003376,109808,13,8446.77,3,2,0,0,4,1,0,5,1,0,2,0,0,2,0,1,2,0,M,36-45,16,C,1,0.0
1003377,1296131,92,14088.38,46,11,1,0,4,14,0,17,0,3,13,0,4,6,22,71,1,0,M,26-35,17,C,1,0.0
1003378,1115296,125,8922.37,21,17,17,34,65,4,0,25,7,1,14,6,0,16,23,13,3,1,M,18-25,4,A,1,0.0
1003379,140672,18,7815.11,3,0,0,0,7,1,0,13,0,0,0,0,1,3,0,2,0,0,M,36-45,1,A,1,0.0
1003380,2400099,256,9375.39,41,22,8,10,84,14,7,123,4,5,8,9,10,33,18,31,23,8,M,51-55,0,B,2,1.0
1003381,128873,18,7159.61,1,0,3,3,7,2,0,8,0,0,1,1,3,1,0,3,0,0,M,26-35,0,C,1,1.0
1003382,221708,29,7645.1,4,4,3,4,18,0,0,9,0,0,2,0,2,8,0,4,2,0,F,0-17,10,A,2,0.0
1003383,208387,23,9060.3,4,2,0,0,7,4,0,12,0,0,1,1,2,2,1,2,2,2,M,55+,16,C,4+,1.0
1003384,720771,75,9610.28,20,9,2,5,31,8,0,24,3,1,9,4,2,11,9,8,3,1,M,36-45,7,C,1,0.0
1003385,203009,20,10150.45,11,2,1,1,6,5,0,7,0,0,2,0,1,0,5,1,2,0,F,26-35,9,C,1,
1003386,624177,76,8212.86,8,3,0,2,36,5,0,37,2,0,4,0,1,9,5,15,5,1,M,18-25,4,B,3,0.0
1003387,698095,78,8949.94,20,4,1,1,21,15,3,33,3,4,1,0,10,9,9,29,4,0,M,18-25,1,B,3,1.0
1003388,89764,9,9973.78,1,1,3,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,F,26-35,1,A,4+,0.0
1003389,2580955,321,8040.36,144,67,10,27,79,27,2,85,14,1,42,8,14,25,62,69,19,5,M,18-25,0,A,0,0.0
1003390,998188,112,8912.39,4,5,7,11,32,5,2,73,1,2,2,2,10,26,1,10,11,4,F,46-50,20,C,1,1.0
1003391,6476786,697,9292.38,127,72,23,55,291,61,15,236,19,11,39,13,30,83,65,101,21,7,M,18-25,4,A,0,0.0
1003392,141807,17,8341.59,2,1,0,1,7,1,0,11,0,0,0,0,1,1,3,4,0,0,M,51-55,6,C,1,1.0
1003393,1316084,141,9333.93,37,32,4,13,27,10,0,42,17,3,7,18,8,19,21,18,21,14,M,36-45,12,C,3,1.0
1003394,2232062,204,10941.48,51,22,6,8,38,21,8,85,7,9,26,5,5,17,27,35,16,7,M,36-45,7,B,4+,0.0
1003395,324783,33,9841.91,8,4,1,1,13,1,0,7,1,1,5,1,1,4,7,6,0,0,M,26-35,7,A,1,0.0
1003396,195736,17,11513.88,9,4,1,0,6,0,0,3,1,0,1,0,0,2,3,3,2,0,M,26-35,12,B,4+,0.0
1003397,179499,15,11966.6,6,5,0,1,2,2,0,11,2,1,0,0,0,1,0,1,1,0,M,26-35,5,B,0,0.0
1003398,246163,28,8791.54,5,0,0,0,6,2,2,15,0,0,1,0,1,5,2,4,1,0,M,18-25,20,C,4+,1.0
1003399,784769,70,11210.99,38,12,11,11,13,6,0,21,3,0,1,4,3,10,13,15,6,0,M,26-35,4,C,1,0.0
1003400,1657834,116,14291.67,88,27,0,1,11,17,1,32,2,3,6,0,6,6,32,30,8,2,M,26-35,14,C,4+,1.0
1003401,3466202,466,7438.2,121,73,29,61,167,24,1,105,18,7,62,24,14,41,61,61,19,15,M,36-45,7,B,1,0.0
1003402,1568562,171,9172.88,14,11,11,18,65,6,3,77,4,8,6,11,7,19,9,12,13,9,M,36-45,20,B,4+,0.0
1003403,1446089,118,12254.99,51,23,26,17,27,7,1,32,5,1,7,8,4,4,13,19,6,3,M,36-45,5,C,1,0.0
1003404,252794,18,14044.11,11,13,0,2,6,1,0,3,1,0,1,0,1,1,4,2,0,0,M,26-35,8,A,1,0.0
1003405,191203,16,11950.19,3,2,0,0,7,1,1,6,0,1,0,0,0,1,0,3,3,0,M,36-45,14,B,4+,0.0
1003406,235990,23,10260.43,5,2,0,0,4,2,0,15,0,0,0,0,0,4,1,4,2,0,F,26-35,7,C,4+,0.0
1003407,125919,11,11447.18,3,2,1,1,4,1,0,2,1,1,0,0,1,3,1,2,1,0,F,46-50,5,C,1,
1003408,618809,60,10313.48,21,9,12,18,13,2,0,10,3,0,6,4,2,5,12,8,4,8,M,26-35,17,C,1,0.0
1003409,306391,24,12766.29,7,2,0,1,3,3,0,6,1,1,1,0,3,4,2,19,1,0,M,26-35,4,C,4+,
1003410,3155812,407,7753.84,85,34,19,25,127,26,6,163,5,6,37,21,15,67,52,66,17,1,M,36-45,1,B,3,1.0
1003411,1434879,188,7632.34,64,29,9,16,56,18,2,52,6,5,19,8,8,18,38,39,9,1,M,18-25,4,A,4+,0.0
1003412,1655986,151,10966.79,45,18,5,5,37,14,2,59,5,1,15,0,7,22,18,40,9,4,M,26-35,18,C,1,0.0
1003413,583719,63,9265.38,6,2,0,1,27,3,1,32,1,1,3,0,1,5,6,8,5,0,F,26-35,17,B,2,0.0
1003414,2456078,172,14279.52,113,44,3,13,31,18,1,33,16,3,9,0,3,17,45,47,8,2,M,26-35,17,C,1,1.0
1003415,892950,88,10147.16,21,11,6,6,38,6,0,27,6,3,4,1,2,15,13,15,3,2,M,36-45,7,C,0,0.0
1003416,2996481,282,10625.82,108,59,7,12,93,23,0,64,15,6,25,4,12,34,60,59,6,3,M,26-35,12,B,4+,1.0
1003417,453470,52,8720.58,3,2,2,2,33,6,1,24,1,8,0,1,2,6,2,8,5,2,F,18-25,2,C,2,1.0
1003418,976001,110,8872.74,19,7,10,13,41,9,2,40,2,2,2,12,4,23,8,15,7,4,F,18-25,3,C,4+,0.0
1003419,728652,62,11752.45,25,13,0,4,16,2,0,26,9,0,2,3,1,9,15,5,5,2,M,46-50,1,B,1,1.0
1003420,1185786,115,10311.18,18,13,2,4,43,8,1,54,7,2,7,2,3,24,4,15,4,0,F,26-35,7,A,3,0.0
1003421,153264,16,9579.0,2,1,0,0,5,1,0,9,0,0,0,1,1,4,2,1,0,0,M,46-50,7,B,3,1.0
1003422,1408510,209,6739.28,60,26,1,9,137,13,0,38,4,4,12,5,5,35,21,29,10,3,M,26-35,5,B,2,0.0
1003423,1718386,170,10108.15,47,26,5,9,94,14,1,44,7,1,12,7,6,22,36,15,16,3,M,26-35,7,C,2,0.0
1003424,445049,42,10596.4,9,3,4,4,13,6,0,16,3,1,0,2,3,7,3,11,3,0,M,26-35,6,C,1,1.0
1003425,2499472,268,9326.39,65,21,3,3,86,35,4,118,5,6,13,3,25,34,17,70,11,7,M,18-25,20,A,1,0.0
1003426,861958,69,12492.14,20,6,1,1,3,11,0,20,0,4,5,1,8,5,11,52,2,1,M,26-35,20,B,1,0.0
1003427,322187,26,12391.81,10,3,0,0,1,9,0,8,0,1,2,0,2,1,5,19,0,0,M,26-35,14,C,2,0.0
1003428,850415,95,8951.74,12,10,1,3,18,5,0,62,2,0,2,2,3,24,7,8,12,2,M,46-50,1,C,4+,1.0
1003429,172328,20,8616.4,1,0,0,0,6,1,2,11,0,0,1,0,0,4,0,1,0,0,F,26-35,7,B,1,1.0
1003430,1808784,222,8147.68,29,10,7,10,65,17,1,132,4,4,7,5,10,31,14,21,20,2,F,46-50,1,B,1,1.0
1003431,330214,31,10652.06,19,7,0,1,5,1,0,11,1,0,2,0,0,12,5,3,6,0,F,46-50,6,B,1,1.0
1003432,668448,71,9414.76,34,15,0,0,41,7,0,10,1,0,2,2,2,9,12,14,0,2,M,26-35,12,C,4+,0.0
1003433,355547,48,7407.23,13,8,4,8,14,4,0,7,1,1,10,1,3,3,8,6,0,1,M,18-25,12,A,1,0.0
1003434,1091013,104,10490.51,56,25,2,12,42,12,0,20,13,0,3,3,4,8,17,16,6,2,M,18-25,4,B,1,0.0
1003435,700653,73,9597.99,22,21,1,6,24,2,0,29,2,1,2,2,6,19,5,4,7,10,M,46-50,1,B,3,0.0
1003436,1123631,109,10308.54,33,16,1,2,26,6,1,37,1,1,8,1,2,13,20,19,23,9,M,36-45,0,C,1,0.0
1003437,243006,27,9000.22,1,1,1,1,21,1,0,6,1,0,0,0,1,3,0,3,1,0,F,26-35,0,C,2,1.0
1003438,430149,50,8602.98,14,3,2,2,34,4,0,17,0,0,4,0,1,4,3,6,2,0,F,26-35,0,C,0,1.0
1003439,675153,56,12056.3,24,15,4,4,26,3,0,11,6,1,2,2,0,4,12,4,4,0,M,18-25,17,C,3,0.0
1003440,186272,12,15522.67,4,1,0,0,1,3,0,6,0,1,0,0,1,1,1,4,2,0,M,55+,17,C,3,0.0
1003441,1484513,183,8112.09,60,19,0,3,64,14,0,83,3,0,0,2,3,62,7,39,11,2,F,26-35,14,A,2,0.0
1003442,1104178,112,9858.73,36,18,7,5,25,7,0,18,6,7,30,5,7,7,40,24,1,1,M,18-25,12,B,3,0.0
1003443,202770,16,12673.12,6,3,0,0,2,0,0,4,2,1,2,0,1,3,8,5,0,0,F,36-45,17,C,1,0.0
1003444,541557,71,7627.56,7,4,1,0,49,4,0,21,1,11,1,3,2,20,2,8,2,1,M,51-55,14,C,1,
1003445,789920,77,10258.7,11,13,12,11,18,1,1,20,5,1,6,5,4,8,26,15,0,0,F,36-45,20,C,1,0.0
1003446,171244,19,9012.84,2,0,0,0,7,1,0,2,0,0,15,0,1,0,5,2,2,0,M,26-35,7,C,1,0.0
1003447,537649,45,11947.76,22,12,3,0,11,3,0,13,0,1,3,0,3,3,16,11,1,1,M,26-35,12,B,0,0.0
1003448,155336,14,11095.43,11,3,0,0,3,2,0,4,1,0,0,0,0,3,3,5,1,0,F,18-25,3,A,4+,0.0
1003449,491928,41,11998.24,12,3,4,0,14,7,0,14,0,4,5,1,4,0,14,7,2,0,M,26-35,14,B,3,0.0
1003450,1095554,112,9781.73,28,9,2,2,27,16,1,57,1,1,3,0,9,16,6,37,6,2,M,26-35,5,B,3,0.0
1003451,280523,34,8250.68,3,1,1,2,24,2,0,13,1,0,0,0,0,5,2,11,0,0,F,26-35,11,A,0,0.0
1003452,609106,52,11713.58,13,2,0,0,14,5,1,26,0,1,3,1,3,8,7,8,11,1,M,26-35,14,C,1,1.0
1003453,1713367,189,9065.43,68,28,7,10,51,18,0,81,3,0,8,3,6,18,21,31,27,9,M,36-45,7,C,1,0.0
1003454,1890167,198,9546.3,58,24,10,9,70,13,1,72,5,3,10,2,6,33,14,41,6,4,M,18-25,0,A,1,1.0
1003455,131674,14,9405.29,1,0,0,0,10,2,0,6,0,1,0,0,3,2,1,1,1,0,F,26-35,0,C,2,0.0
1003456,421778,30,14059.27,19,11,0,2,1,1,0,5,2,0,4,0,2,0,25,10,3,0,M,26-35,17,C,3,0.0
1003457,819161,90,9101.79,16,6,2,1,32,12,1,43,0,3,7,2,5,15,3,11,13,5,M,26-35,20,C,1,0.0
1003458,841484,98,8586.57,12,8,13,25,55,4,0,30,6,0,3,6,3,17,5,4,2,1,M,46-50,0,C,1,0.0
1003459,205135,18,11396.39,8,3,0,1,8,2,0,7,1,0,1,0,0,4,2,1,1,0,M,18-25,4,C,0,0.0
1003460,536328,43,12472.74,9,0,0,0,7,11,1,26,0,4,0,0,4,5,7,8,3,0,M,0-17,4,B,1,0.0
1003461,350174,20,17508.7,17,5,0,0,2,3,0,8,1,0,2,0,1,1,6,2,3,0,M,36-45,0,C,0,0.0
1003462,2401564,311,7722.07,57,29,18,28,143,9,1,108,8,3,26,9,9,50,31,50,7,4,F,26-35,4,B,3,0.0
1003463,189078,21,9003.71,4,2,0,0,13,1,1,9,0,1,1,1,2,3,1,3,2,0,M,26-35,15,C,2,1.0
1003464,1980424,220,9001.93,36,9,3,4,66,20,2,103,0,2,14,2,12,35,15,66,9,0,F,26-35,14,B,4+,1.0
1003465,427308,37,11548.86,12,8,13,10,8,4,0,7,5,1,5,4,1,3,4,4,3,0,M,26-35,14,C,3,1.0
1003466,280494,26,10788.23,5,2,0,0,9,4,0,21,0,0,1,0,1,0,1,5,2,1,M,26-35,14,B,1,
1003467,365833,31,11801.06,6,4,3,1,11,4,0,13,0,1,2,0,0,3,5,5,5,1,M,26-35,14,A,1,1.0
1003468,337250,35,9635.71,2,2,2,3,14,1,0,16,1,3,0,1,4,3,2,7,4,2,M,26-35,20,C,2,1.0
1003469,2668388,259,10302.66,89,44,21,25,64,12,0,91,8,3,16,18,5,26,38,33,31,11,M,46-50,17,B,3,1.0
1003470,405540,45,9012.0,12,6,2,2,29,2,0,11,2,0,4,1,1,8,8,4,2,0,M,36-45,17,C,1,0.0
1003471,4028509,471,8553.1,132,70,9,12,177,45,3,159,13,2,22,6,10,59,62,89,14,8,M,18-25,4,A,1,0.0
1003472,271927,26,10458.73,6,3,2,4,9,2,1,11,0,0,2,0,0,3,3,6,3,1,M,26-35,6,C,2,1.0
1003473,778188,88,8843.05,12,5,0,0,43,6,0,40,2,1,1,2,5,33,0,10,4,0,F,36-45,16,A,1,1.0
1003474,1165817,109,10695.57,8,3,9,5,43,14,0,46,3,11,3,2,13,22,9,16,7,1,M,36-45,11,C,4+,1.0
1003475,2521579,355,7103.04,70,34,14,19,130,30,7,157,3,7,15,11,16,58,22,45,22,4,M,26-35,14,A,1,0.0
1003476,2487397,384,6477.6,56,33,15,23,79,16,9,102,8,8,121,14,15,32,38,52,27,14,M,51-55,0,B,2,1.0
1003477,594085,75,7921.13,4,1,8,8,31,3,3,24,0,0,2,21,2,40,0,3,3,0,F,51-55,1,A,1,1.0
1003478,329508,47,7010.81,1,1,2,4,16,1,0,25,0,3,1,4,4,7,1,13,3,0,M,26-35,7,A,1,1.0
1003479,517478,56,9240.68,15,7,5,3,23,2,1,20,2,2,3,2,3,5,6,6,3,0,M,18-25,4,C,2,0.0
1003480,294886,28,10531.64,10,10,0,2,4,0,0,9,2,0,0,0,1,10,9,2,6,3,M,26-35,0,C,0,0.0
1003481,847923,84,10094.32,15,8,1,4,25,11,1,37,8,2,5,3,9,9,9,17,9,1,M,18-25,4,B,1,1.0
1003482,449961,38,11841.08,14,6,0,1,7,2,0,15,2,2,2,2,3,1,14,10,2,0,M,51-55,17,C,2,1.0
1003483,4002278,390,10262.25,114,36,4,15,124,30,2,157,9,4,9,3,12,52,40,77,24,15,F,46-50,7,B,0,1.0
1003484,740697,102,7261.74,27,21,3,10,70,3,2,13,3,1,5,2,2,9,28,13,3,1,M,18-25,4,C,1,0.0
1003485,261697,24,10904.04,3,4,1,1,5,1,1,12,0,1,0,2,1,2,2,2,6,0,M,26-35,0,B,3,0.0
1003486,425488,53,8028.08,2,7,18,37,17,0,0,10,6,0,2,23,0,6,1,0,2,0,F,18-25,0,A,1,0.0
1003487,1474109,163,9043.61,26,14,3,3,43,15,1,85,2,5,8,3,12,27,15,23,14,1,M,18-25,4,A,1,1.0
1003488,141758,14,10125.57,10,6,0,2,0,1,0,3,0,0,0,0,1,0,12,3,0,0,M,46-50,17,B,3,1.0
1003489,402682,53,7597.77,14,8,2,2,31,3,0,15,4,1,5,2,1,4,5,4,4,0,M,18-25,4,A,1,0.0
1003490,1247940,126,9904.29,22,9,8,8,42,16,0,50,2,6,8,8,6,23,10,23,13,2,M,26-35,0,C,4+,1.0
1003491,4016045,405,9916.16,111,49,15,19,107,26,1,126,9,4,70,6,17,34,57,76,21,4,M,26-35,16,B,1,0.0
1003492,303760,39,7788.72,1,0,0,0,17,3,0,19,0,0,7,4,2,8,3,3,0,0,M,36-45,7,B,2,0.0
1003493,908007,90,10088.97,39,20,1,4,22,3,0,24,4,2,4,2,4,5,15,12,30,10,M,26-35,17,C,1,0.0
